set,row,w1,w2,w3,w4
4,1649,0.212487,0.170853,0.250397,0.366263,
4,1650,0.196967,0.216609,0.309595,0.276829,
4,1651,0.184859,0.217600,0.302613,0.294928,
4,1652,0.206667,0.247715,0.246218,0.299401,
4,1653,0.223757,0.139653,0.280456,0.356134,
4,1654,0.193870,0.253812,0.297556,0.254762,
4,1655,0.260590,0.106183,0.328959,0.304268,
4,1656,0.253803,0.212005,0.273606,0.260586,
4,1657,0.197028,0.222169,0.333244,0.247559,
4,1658,0.229378,0.205173,0.245535,0.319914,
4,1659,0.190109,0.215272,0.286538,0.308080,
4,1660,0.298883,0.101165,0.299851,0.300101,
4,1661,0.186595,0.218748,0.304680,0.289977,
4,1662,0.196013,0.243175,0.337799,0.223013,
4,1663,0.148790,0.287541,0.319793,0.243876,
4,1664,0.323398,0.159694,0.277487,0.239421,
4,1665,0.242323,0.178492,0.310078,0.269107,
4,1666,0.219970,0.196164,0.247786,0.336080,
4,1667,0.204712,0.220635,0.283142,0.291511,
4,1668,0.230784,0.207155,0.294177,0.267885,
4,1669,0.254464,0.195044,0.281250,0.269242,
4,1670,0.324106,0.087262,0.258911,0.329720,
4,1671,0.170718,0.283604,0.323895,0.221783,
4,1672,0.253293,0.145835,0.287520,0.313353,
4,1673,0.173977,0.107934,0.402662,0.315426,
4,1674,0.215076,0.207989,0.268979,0.307956,
4,1675,0.260594,0.183863,0.303532,0.252011,
4,1676,0.192407,0.206885,0.253033,0.347674,
4,1677,0.303623,0.123406,0.241353,0.331618,
4,1678,0.166954,0.271791,0.332958,0.228296,
4,1679,0.261498,0.144758,0.226652,0.367092,
4,1680,0.336878,0.120193,0.285619,0.257310,
4,1681,0.251102,0.196304,0.264986,0.287608,
4,1682,0.219354,0.245777,0.255806,0.279064,
4,1683,0.189832,0.224319,0.280512,0.305337,
4,1684,0.260746,0.187752,0.320452,0.231051,
4,1685,0.294425,0.142056,0.258150,0.305369,
4,1686,0.241327,0.152053,0.248928,0.357692,
4,1687,0.297179,0.208149,0.240440,0.254232,
4,1688,0.253421,0.175475,0.213919,0.357185,
4,1689,0.220858,0.232777,0.261044,0.285321,
4,1690,0.188735,0.284671,0.287652,0.238941,
4,1691,0.205728,0.208731,0.291641,0.293900,
4,1692,0.213507,0.197949,0.306920,0.281624,
4,1693,0.183803,0.156318,0.276475,0.383404,
4,1694,0.203143,0.178775,0.269522,0.348560,
4,1695,0.208907,0.261397,0.268772,0.260924,
4,1696,0.169264,0.302956,0.247011,0.280769,
4,1697,0.222271,0.303144,0.250374,0.224211,
4,1698,0.197153,0.199421,0.341183,0.262243,
4,1699,0.212624,0.330167,0.237662,0.219547,
4,1700,0.219298,0.175304,0.247521,0.357878,
4,1701,0.193196,0.187940,0.288216,0.330647,
4,1702,0.221941,0.192584,0.275115,0.310360,
4,1703,0.229634,0.097771,0.388550,0.284044,
4,1704,0.182070,0.239838,0.309339,0.268753,
4,1705,0.167135,0.144245,0.424538,0.264082,
4,1706,0.250411,0.190585,0.298231,0.260774,
4,1707,0.158778,0.315733,0.275375,0.250114,
4,1708,0.201348,0.211780,0.308003,0.278869,
4,1709,0.206829,0.196303,0.224001,0.372868,
4,1710,0.182639,0.242410,0.276371,0.298580,
4,1711,0.280044,0.164709,0.252860,0.302387,
4,1712,0.183527,0.208671,0.295264,0.312537,
4,1713,0.162020,0.223035,0.341950,0.272995,
4,1714,0.335933,0.139940,0.252546,0.271581,
4,1715,0.183696,0.132474,0.385947,0.297883,
4,1716,0.198124,0.196135,0.319040,0.286701,
4,1717,0.181755,0.248199,0.297278,0.272767,
4,1718,0.242177,0.119310,0.291074,0.347439,
4,1719,0.214702,0.196978,0.314186,0.274134,
4,1720,0.220580,0.188525,0.312273,0.278623,
4,1721,0.198544,0.183755,0.354725,0.262976,
4,1722,0.191874,0.253393,0.271948,0.282785,
4,1723,0.167646,0.302202,0.297361,0.232791,
4,1724,0.135133,0.244644,0.324866,0.295357,
4,1725,0.220771,0.179312,0.326031,0.273885,
4,1726,0.213466,0.179918,0.308066,0.298550,
4,1727,0.244745,0.140975,0.286091,0.328189,
4,1728,0.188896,0.222796,0.267344,0.320964,
4,1729,0.237184,0.127305,0.294998,0.340512,
4,1730,0.222397,0.193757,0.320991,0.262856,
4,1731,0.190142,0.208923,0.271987,0.328948,
4,1732,0.177900,0.264923,0.294792,0.262385,
4,1733,0.213362,0.161339,0.327993,0.297306,
4,1734,0.231690,0.220730,0.274784,0.272795,
4,1735,0.152515,0.153015,0.273860,0.420610,
4,1736,0.237364,0.191856,0.327616,0.243164,
4,1737,0.192699,0.162092,0.280024,0.365184,
4,1738,0.136822,0.290298,0.349787,0.223093,
4,1739,0.169222,0.306638,0.303865,0.220275,
4,1740,0.215969,0.114604,0.379049,0.290378,
4,1741,0.201091,0.195025,0.338057,0.265826,
4,1742,0.188895,0.192714,0.267212,0.351179,
4,1743,0.239007,0.183142,0.282440,0.295412,
4,1744,0.215576,0.181732,0.272170,0.330522,
4,1745,0.262177,0.125602,0.315906,0.296315,
4,1746,0.258076,0.168884,0.234088,0.338953,
4,1747,0.263475,0.103259,0.266217,0.367048,
4,1748,0.252508,0.098127,0.346428,0.302937,
4,1749,0.280145,0.146077,0.270978,0.302801,
4,1750,0.241638,0.133086,0.281530,0.343746,
4,1751,0.242671,0.171437,0.300260,0.285631,
4,1752,0.195293,0.240446,0.271915,0.292346,
4,1753,0.223893,0.182714,0.280839,0.312553,
4,1754,0.209121,0.206467,0.339982,0.244430,
4,1755,0.268330,0.236992,0.231377,0.263302,
4,1756,0.176139,0.175076,0.254399,0.394386,
4,1757,0.210950,0.204351,0.317778,0.266921,
4,1758,0.182860,0.199384,0.316994,0.300762,
4,1759,0.168788,0.242338,0.283216,0.305658,
4,1760,0.159032,0.270045,0.321832,0.249092,
4,1761,0.374818,0.128542,0.233747,0.262893,
4,1762,0.204524,0.175163,0.311593,0.308720,
4,1763,0.279019,0.197730,0.243042,0.280208,
4,1764,0.233406,0.202376,0.286372,0.277846,
4,1765,0.222550,0.180891,0.281779,0.314781,
4,1766,0.249149,0.221477,0.265771,0.263604,
4,1767,0.200019,0.192763,0.310727,0.296492,
4,1768,0.266625,0.163511,0.267438,0.302425,
4,1769,0.230040,0.192961,0.299287,0.277712,
4,1770,0.165438,0.200199,0.346073,0.288290,
4,1771,0.166674,0.321334,0.286877,0.225115,
4,1772,0.175156,0.242716,0.328495,0.253634,
4,1773,0.192854,0.143022,0.365082,0.299043,
4,1774,0.213571,0.191285,0.284690,0.310454,
4,1775,0.215231,0.197814,0.361924,0.225031,
4,1776,0.214074,0.196413,0.316334,0.273179,
4,1777,0.271017,0.191665,0.226479,0.310839,
4,1778,0.201176,0.212296,0.333892,0.252636,
4,1779,0.367622,0.188277,0.237530,0.206571,
4,1780,0.204062,0.181666,0.239940,0.374331,
4,1781,0.222568,0.156990,0.304593,0.315849,
4,1782,0.199504,0.185220,0.243605,0.371670,
4,1783,0.249461,0.194837,0.279881,0.275822,
4,1784,0.237993,0.139874,0.286054,0.336079,
4,1785,0.156113,0.166567,0.287114,0.390206,
4,1786,0.164647,0.222835,0.324436,0.288082,
4,1787,0.190333,0.219335,0.318953,0.271380,
4,1788,0.172974,0.259352,0.272554,0.295120,
4,1789,0.217413,0.207554,0.297328,0.277704,
4,1790,0.197804,0.273314,0.266871,0.262011,
4,1791,0.264055,0.119164,0.299167,0.317613,
4,1792,0.182406,0.280706,0.281863,0.255025,
4,1793,0.237568,0.198119,0.226140,0.338172,
4,1794,0.176798,0.227597,0.320657,0.274948,
4,1795,0.221522,0.233534,0.290392,0.254552,
4,1796,0.260498,0.192684,0.266120,0.280697,
4,1797,0.246726,0.155186,0.262942,0.335146,
4,1798,0.205503,0.182500,0.270101,0.341896,
4,1799,0.228433,0.198960,0.254852,0.317756,
4,1800,0.224292,0.183152,0.341932,0.250623,
4,1801,0.188091,0.180255,0.320449,0.311206,
4,1802,0.338522,0.115933,0.243839,0.301706,
4,1803,0.183907,0.185782,0.330604,0.299707,
4,1804,0.194626,0.220959,0.296737,0.287678,
4,1805,0.191074,0.187404,0.294642,0.326880,
4,1806,0.215510,0.190623,0.246065,0.347802,
4,1807,0.315963,0.150974,0.287496,0.245567,
4,1808,0.218569,0.174386,0.264428,0.342616,
4,1809,0.237159,0.131339,0.269583,0.361920,
4,1810,0.291323,0.169190,0.312536,0.226952,
4,1811,0.176879,0.252996,0.333200,0.236924,
4,1812,0.186878,0.282179,0.287189,0.243755,
4,1813,0.210946,0.194714,0.293151,0.301189,
4,1814,0.246919,0.232654,0.224745,0.295682,
4,1815,0.266268,0.176301,0.253513,0.303919,
4,1816,0.198587,0.223144,0.320718,0.257552,
4,1817,0.169642,0.250747,0.302587,0.277024,
4,1818,0.213204,0.125286,0.353396,0.308113,
4,1819,0.211763,0.228991,0.317439,0.241807,
4,1820,0.174036,0.226177,0.314926,0.284862,
4,1821,0.183644,0.244891,0.312198,0.259266,
4,1822,0.240372,0.116774,0.216299,0.426555,
4,1823,0.298913,0.252087,0.205935,0.243065,
4,1824,0.231868,0.182267,0.277622,0.308243,
4,1825,0.196145,0.219147,0.281789,0.302919,
4,1826,0.259068,0.202824,0.240111,0.297997,
4,1827,0.202521,0.141506,0.270000,0.385974,
4,1828,0.196517,0.286116,0.250748,0.266619,
4,1829,0.282577,0.151369,0.258888,0.307166,
4,1830,0.189537,0.114993,0.404437,0.291034,
4,1831,0.193981,0.188046,0.242851,0.375121,
4,1832,0.251967,0.202945,0.261416,0.283672,
4,1833,0.227163,0.186640,0.337184,0.249013,
4,1834,0.182160,0.190032,0.313814,0.313994,
4,1835,0.187725,0.293694,0.245905,0.272675,
4,1836,0.274140,0.203558,0.264386,0.257916,
4,1837,0.268601,0.198510,0.313975,0.218914,
4,1838,0.227947,0.184949,0.280235,0.306870,
4,1839,0.204824,0.161079,0.293544,0.340553,
4,1840,0.246979,0.107082,0.273325,0.372615,
4,1841,0.232254,0.189069,0.301374,0.277303,
4,1842,0.174645,0.252921,0.315192,0.257242,
4,1843,0.257938,0.186645,0.272789,0.282629,
4,1844,0.183703,0.132571,0.386261,0.297466,
4,1845,0.209946,0.190397,0.322089,0.277568,
4,1846,0.214073,0.181257,0.267613,0.337057,
4,1847,0.174914,0.249436,0.292138,0.283511,
4,1848,0.273319,0.185179,0.230562,0.310939,
4,1849,0.264409,0.233278,0.247705,0.254608,
4,1850,0.201037,0.176289,0.309463,0.313211,
4,1851,0.205993,0.230634,0.323837,0.239536,
4,1852,0.157071,0.167555,0.294634,0.380740,
4,1853,0.208101,0.229330,0.281167,0.281403,
4,1854,0.227649,0.199967,0.308124,0.264260,
4,1855,0.172123,0.264808,0.313193,0.249876,
4,1856,0.175608,0.175032,0.344339,0.305021,
4,1857,0.153790,0.243587,0.363305,0.239318,
4,1858,0.205634,0.222290,0.321410,0.250666,
4,1859,0.201477,0.201551,0.320678,0.276294,
4,1860,0.158547,0.244006,0.309417,0.288030,
4,1861,0.168111,0.172320,0.359508,0.300061,
4,1862,0.195690,0.196902,0.353492,0.253916,
4,1863,0.310222,0.217070,0.276863,0.195845,
4,1864,0.204836,0.202079,0.312615,0.280470,
4,1865,0.200229,0.195348,0.288915,0.315508,
4,1866,0.167129,0.147267,0.378914,0.306690,
4,1867,0.253234,0.203345,0.248078,0.295344,
4,1868,0.210354,0.201989,0.254244,0.333413,
4,1869,0.251425,0.237092,0.251265,0.260217,
4,1870,0.250096,0.238734,0.246832,0.264337,
4,1871,0.221743,0.150045,0.258255,0.369957,
4,1872,0.192593,0.188299,0.348386,0.270721,
4,1873,0.150644,0.098182,0.462899,0.288275,
4,1874,0.258388,0.137327,0.278659,0.325626,
4,1875,0.229972,0.200692,0.273512,0.295824,
4,1876,0.176939,0.219763,0.352031,0.251267,
4,1877,0.217653,0.305539,0.243935,0.232873,
4,1878,0.179930,0.308299,0.281925,0.229847,
4,1879,0.247604,0.202174,0.318294,0.231929,
4,1880,0.233095,0.215698,0.316984,0.234223,
4,1881,0.216281,0.240818,0.298152,0.244748,
4,1882,0.171901,0.266381,0.328556,0.233162,
4,1883,0.214127,0.187061,0.245941,0.352871,
4,1884,0.177665,0.223243,0.270559,0.328533,
4,1885,0.222141,0.226910,0.276090,0.274859,
4,1886,0.173446,0.239830,0.343670,0.243054,
4,1887,0.245865,0.163691,0.260166,0.330278,
4,1888,0.187142,0.189158,0.297320,0.326380,
4,1889,0.232667,0.212661,0.269393,0.285280,
4,1890,0.251577,0.152002,0.261659,0.334761,
4,1891,0.192225,0.126091,0.377101,0.304583,
4,1892,0.164038,0.179127,0.339712,0.317123,
4,1893,0.222274,0.141808,0.275395,0.360524,
4,1894,0.200448,0.187365,0.318085,0.294102,
4,1895,0.205421,0.220865,0.310514,0.263200,
4,1896,0.228043,0.222319,0.252022,0.297616,
4,1897,0.192002,0.229920,0.288052,0.290026,
4,1898,0.274846,0.116467,0.292506,0.316181,
4,1899,0.222469,0.171649,0.278517,0.327365,
4,1900,0.236169,0.232945,0.254620,0.276267,
4,1901,0.238217,0.188153,0.326528,0.247102,
4,1902,0.211537,0.365078,0.216173,0.207213,
4,1903,0.275391,0.115660,0.304069,0.304880,
4,1904,0.257970,0.112981,0.333385,0.295664,
4,1905,0.207180,0.111247,0.379536,0.302037,
4,1906,0.249441,0.134305,0.282308,0.333946,
4,1907,0.311968,0.232633,0.198381,0.257018,
4,1908,0.184024,0.284905,0.278677,0.252395,
4,1909,0.229685,0.171931,0.339312,0.259072,
4,1910,0.227542,0.160312,0.252147,0.359999,
4,1911,0.214027,0.229804,0.304214,0.251956,
4,1912,0.166364,0.240178,0.320349,0.273109,
4,1913,0.211365,0.205624,0.269843,0.313169,
4,1914,0.214352,0.218499,0.330529,0.236620,
4,1915,0.182249,0.253859,0.287366,0.276526,
4,1916,0.201084,0.171413,0.260799,0.366704,
4,1917,0.240334,0.113687,0.354841,0.291137,
4,1918,0.253873,0.123302,0.275328,0.347497,
4,1919,0.233606,0.155592,0.253029,0.357773,
4,1920,0.199245,0.169720,0.346546,0.284490,
4,1921,0.222137,0.193159,0.306378,0.278326,
4,1922,0.273163,0.147560,0.218730,0.360548,
4,1923,0.155500,0.238331,0.377338,0.228831,
4,1924,0.158202,0.258465,0.291742,0.291591,
4,1925,0.192954,0.223584,0.318258,0.265205,
4,1926,0.184711,0.278815,0.267824,0.268651,
4,1927,0.156863,0.277990,0.334527,0.230620,
4,1928,0.185479,0.158750,0.261448,0.394323,
4,1929,0.238904,0.171494,0.337678,0.251924,
4,1930,0.254221,0.106843,0.306990,0.331945,
4,1931,0.153428,0.221933,0.350115,0.274524,
4,1932,0.162938,0.123329,0.369661,0.344072,
4,1933,0.259937,0.194251,0.303000,0.242812,
4,1934,0.248159,0.163869,0.277530,0.310442,
4,1935,0.210685,0.188388,0.291145,0.309782,
4,1936,0.193175,0.243462,0.278771,0.284593,
4,1937,0.219342,0.221043,0.317746,0.241870,
4,1938,0.185760,0.224218,0.307668,0.282354,
4,1939,0.272139,0.175999,0.239723,0.312139,
4,1940,0.225335,0.207233,0.278933,0.288500,
4,1941,0.182100,0.294413,0.309517,0.213969,
4,1942,0.239509,0.185530,0.253760,0.321201,
4,1943,0.214594,0.205625,0.246740,0.333042,
4,1944,0.230497,0.206182,0.276407,0.286914,
4,1945,0.215619,0.227287,0.277832,0.279262,
4,1946,0.272672,0.192850,0.284278,0.250200,
4,1947,0.222000,0.191445,0.294805,0.291750,
4,1948,0.236146,0.227770,0.279069,0.257015,
4,1949,0.214728,0.199179,0.329963,0.256129,
4,1950,0.276876,0.186332,0.267908,0.268884,
4,1951,0.202287,0.166643,0.282131,0.348940,
4,1952,0.206788,0.182515,0.298470,0.312228,
4,1953,0.263966,0.152070,0.242811,0.341153,
4,1954,0.151146,0.231443,0.321824,0.295586,
4,1955,0.335715,0.143296,0.289005,0.231984,
4,1956,0.139516,0.265496,0.347395,0.247593,
4,1957,0.186774,0.246929,0.323882,0.242414,
4,1958,0.295210,0.168677,0.290654,0.245458,
4,1959,0.170173,0.165532,0.255429,0.408866,
4,1960,0.234611,0.163437,0.302338,0.299614,
4,1961,0.212889,0.172426,0.295143,0.319542,
4,1962,0.176816,0.229842,0.338982,0.254360,
4,1963,0.162275,0.213598,0.374856,0.249271,
4,1964,0.173626,0.191061,0.315509,0.319804,
4,1965,0.198078,0.252532,0.317052,0.232338,
4,1966,0.222661,0.213900,0.242476,0.320964,
4,1967,0.164065,0.260481,0.293730,0.281724,
4,1968,0.241129,0.180576,0.244114,0.334181,
4,1969,0.186199,0.250053,0.306246,0.257502,
4,1970,0.171092,0.171694,0.285836,0.371378,
4,1971,0.176757,0.235348,0.353066,0.234828,
4,1972,0.191762,0.160985,0.366775,0.280478,
4,1973,0.179893,0.225951,0.346934,0.247223,
4,1974,0.202133,0.184659,0.325282,0.287926,
4,1975,0.201010,0.140464,0.279769,0.378757,
4,1976,0.232382,0.125030,0.306546,0.336042,
4,1977,0.216614,0.172985,0.255542,0.354858,
4,1978,0.215799,0.186066,0.326257,0.271878,
4,1979,0.329305,0.132360,0.238294,0.300042,
4,1980,0.205397,0.183933,0.280357,0.330313,
4,1981,0.255400,0.145088,0.242670,0.356841,
4,1982,0.256788,0.189347,0.301194,0.252671,
4,1983,0.145420,0.327590,0.270033,0.256956,
4,1984,0.203399,0.228852,0.281563,0.286186,
4,1985,0.325126,0.129222,0.267416,0.278235,
4,1986,0.208693,0.223553,0.310391,0.257363,
4,1987,0.260068,0.197817,0.274146,0.267968,
4,1988,0.250950,0.162849,0.271836,0.314365,
4,1989,0.260042,0.136906,0.249655,0.353398,
4,1990,0.269455,0.125545,0.311700,0.293300,
4,1991,0.276595,0.168130,0.255954,0.299321,
4,1992,0.169858,0.165000,0.305577,0.359566,
4,1993,0.205733,0.194274,0.311975,0.288018,
4,1994,0.226241,0.191225,0.271300,0.311234,
4,1995,0.213499,0.166558,0.360747,0.259197,
4,1996,0.266315,0.176598,0.291652,0.265435,
4,1997,0.176209,0.227677,0.343051,0.253063,
4,1998,0.166086,0.281286,0.336997,0.215631,
4,1999,0.229954,0.247880,0.267715,0.254450,
4,2000,0.213926,0.223684,0.297872,0.264519,
4,2001,0.248908,0.201844,0.272772,0.276477,
4,2002,0.210694,0.203861,0.258752,0.326693,
4,2003,0.261237,0.170185,0.289636,0.278943,
4,2004,0.200050,0.179165,0.362158,0.258628,
4,2005,0.182785,0.251057,0.330234,0.235924,
4,2006,0.209309,0.183030,0.251201,0.356460,
4,2007,0.193592,0.189275,0.310185,0.306948,
4,2008,0.242628,0.130352,0.278044,0.348976,
4,2009,0.211041,0.190913,0.240071,0.357974,
4,2010,0.193669,0.124070,0.293531,0.388730,
4,2011,0.216508,0.218454,0.279950,0.285087,
4,2012,0.196927,0.133970,0.382705,0.286399,
4,2013,0.228798,0.214095,0.302124,0.254983,
4,2014,0.232409,0.140351,0.283174,0.344066,
4,2015,0.318172,0.130434,0.250841,0.300552,
4,2016,0.166368,0.208921,0.343590,0.281121,
4,2017,0.220535,0.202616,0.262301,0.314548,
4,2018,0.216358,0.171891,0.264593,0.347157,
4,2019,0.176511,0.190312,0.271368,0.361809,
4,2020,0.276722,0.166146,0.273633,0.283499,
4,2021,0.265909,0.167015,0.258615,0.308461,
4,2022,0.195175,0.265092,0.292895,0.246837,
4,2023,0.183309,0.203692,0.344241,0.268758,
4,2024,0.228125,0.209694,0.269591,0.292590,
4,2025,0.217397,0.183685,0.336850,0.262068,
4,2026,0.266196,0.193200,0.241280,0.299324,
4,2027,0.231357,0.117611,0.332935,0.318097,
4,2028,0.244706,0.209394,0.266802,0.279098,
4,2029,0.301169,0.133988,0.303912,0.260931,
4,2030,0.220394,0.216933,0.258270,0.304402,
4,2031,0.227461,0.232459,0.252117,0.287963,
4,2032,0.221481,0.195708,0.342956,0.239855,
4,2033,0.271969,0.128229,0.305241,0.294561,
4,2034,0.157358,0.261455,0.337524,0.243662,
4,2035,0.231453,0.166007,0.300425,0.302115,
4,2036,0.202489,0.197135,0.279036,0.321340,
4,2037,0.265847,0.220111,0.242045,0.271997,
4,2038,0.319372,0.118240,0.283315,0.279073,
4,2039,0.188605,0.239123,0.273137,0.299135,
4,2040,0.169150,0.218903,0.325795,0.286153,
4,2041,0.168702,0.230342,0.309796,0.291160,
4,2042,0.215542,0.226812,0.254575,0.303072,
4,2043,0.269731,0.130504,0.273410,0.326356,
4,2044,0.259685,0.122295,0.319723,0.298297,
4,2045,0.227288,0.183980,0.312052,0.276680,
4,2046,0.170524,0.215412,0.301368,0.312696,
4,2047,0.199834,0.257247,0.284377,0.258542,
4,2048,0.292271,0.132467,0.293558,0.281705,
4,2049,0.341949,0.114406,0.232287,0.311358,
4,2050,0.202004,0.171799,0.271472,0.354726,
4,2051,0.170112,0.166899,0.258408,0.404581,
4,2052,0.178776,0.194136,0.312667,0.314421,
4,2053,0.226898,0.242669,0.249011,0.281422,
4,2054,0.267540,0.220288,0.254460,0.257712,
4,2055,0.193001,0.228097,0.285505,0.293398,
4,2056,0.153337,0.250867,0.308351,0.287446,
4,2057,0.216252,0.229825,0.255036,0.298887,
4,2058,0.192595,0.242270,0.274866,0.290269,
4,2059,0.262573,0.231663,0.240389,0.265375,
4,2060,0.268128,0.137188,0.235718,0.358966,
4,2061,0.211154,0.133681,0.277473,0.377692,
4,2062,0.205281,0.194801,0.285674,0.314244,
4,2063,0.215969,0.199761,0.252104,0.332167,
4,2064,0.189866,0.256545,0.278457,0.275132,
4,2065,0.150858,0.242600,0.272166,0.334376,
4,2066,0.289620,0.169575,0.240132,0.300673,
4,2067,0.235599,0.124375,0.353692,0.286335,
4,2068,0.245861,0.160430,0.247192,0.346517,
4,2069,0.211900,0.113942,0.335958,0.338200,
4,2070,0.225801,0.259441,0.252284,0.262473,
4,2071,0.198460,0.261868,0.296893,0.242779,
4,2072,0.189134,0.200707,0.336830,0.273329,
4,2073,0.254543,0.175118,0.276541,0.293798,
4,2074,0.193906,0.144751,0.284022,0.377321,
4,2075,0.183631,0.197261,0.279233,0.339875,
4,2076,0.195067,0.185589,0.312662,0.306682,
4,2077,0.218135,0.152809,0.242566,0.386491,
4,2078,0.176229,0.233314,0.325531,0.264926,
4,2079,0.206202,0.227056,0.292606,0.274136,
4,2080,0.171849,0.229241,0.309641,0.289269,
4,2081,0.159963,0.174410,0.283438,0.382190,
4,2082,0.208671,0.231424,0.323781,0.236124,
4,2083,0.323702,0.171901,0.221417,0.282980,
4,2084,0.250725,0.143979,0.306338,0.298958,
4,2085,0.188740,0.223685,0.263784,0.323792,
4,2086,0.214315,0.134051,0.314168,0.337466,
4,2087,0.219110,0.120969,0.324410,0.335512,
4,2088,0.228207,0.199577,0.308110,0.264106,
4,2089,0.197427,0.120842,0.370394,0.311338,
4,2090,0.184769,0.238094,0.321433,0.255703,
4,2091,0.189318,0.301710,0.305456,0.203516,
4,2092,0.247425,0.168438,0.233304,0.350833,
4,2093,0.187081,0.295876,0.292660,0.224383,
4,2094,0.277882,0.209063,0.263020,0.250035,
4,2095,0.231851,0.176970,0.306281,0.284897,
4,2096,0.180339,0.111786,0.418044,0.289831,
4,2097,0.235047,0.177513,0.322237,0.265204,
4,2098,0.299706,0.107613,0.278436,0.314244,
4,2099,0.198098,0.196075,0.224309,0.381519,
4,2100,0.238366,0.211154,0.269646,0.280834,
4,2101,0.230653,0.308466,0.236490,0.224390,
4,2102,0.172946,0.216442,0.315710,0.294902,
4,2103,0.216939,0.128296,0.325227,0.329538,
4,2104,0.245372,0.181474,0.337050,0.236104,
4,2105,0.159179,0.121322,0.402383,0.317117,
4,2106,0.182427,0.237798,0.349728,0.230047,
4,2107,0.297359,0.165240,0.222413,0.314989,
4,2108,0.306608,0.142320,0.268246,0.282825,
4,2109,0.213452,0.168183,0.251331,0.367034,
4,2110,0.238490,0.212218,0.273120,0.276172,
4,2111,0.212328,0.163072,0.303970,0.320630,
4,2112,0.202361,0.276967,0.268243,0.252429,
4,2113,0.200674,0.259634,0.270708,0.268984,
4,2114,0.232360,0.165261,0.332118,0.270261,
4,2115,0.183039,0.257491,0.287051,0.272419,
4,2116,0.228251,0.181268,0.314687,0.275793,
4,2117,0.252249,0.123877,0.306243,0.317631,
4,2118,0.184744,0.178726,0.328222,0.308307,
4,2119,0.182759,0.114220,0.380790,0.322231,
4,2120,0.233277,0.193093,0.290856,0.282773,
4,2121,0.192306,0.186337,0.282924,0.338433,
4,2122,0.209427,0.176809,0.305957,0.307807,
4,2123,0.234318,0.189356,0.303884,0.272442,
4,2124,0.198430,0.174106,0.365406,0.262058,
4,2125,0.201268,0.221771,0.317694,0.259266,
4,2126,0.270332,0.157149,0.262985,0.309535,
4,2127,0.199347,0.200601,0.312587,0.287464,
4,2128,0.167631,0.297927,0.279166,0.255276,
4,2129,0.212501,0.187006,0.281808,0.318685,
4,2130,0.184557,0.266640,0.312707,0.236096,
4,2131,0.251783,0.195557,0.237606,0.315054,
4,2132,0.279043,0.189587,0.239175,0.292195,
4,2133,0.242566,0.177546,0.278196,0.301691,
4,2134,0.236993,0.203884,0.278971,0.280152,
4,2135,0.179334,0.215625,0.320604,0.284437,
4,2136,0.189597,0.199700,0.331680,0.279023,
4,2137,0.198994,0.205369,0.239374,0.356263,
4,2138,0.232294,0.224603,0.250817,0.292286,
4,2139,0.246779,0.129889,0.256779,0.366553,
4,2140,0.197618,0.208019,0.307593,0.286770,
4,2141,0.219665,0.184484,0.240094,0.355756,
4,2142,0.251995,0.172160,0.303872,0.271973,
4,2143,0.275560,0.184207,0.193453,0.346781,
4,2144,0.187927,0.184362,0.301514,0.326196,
4,2145,0.161390,0.239238,0.329689,0.269683,
4,2146,0.182772,0.182293,0.307856,0.327079,
4,2147,0.234442,0.210984,0.282575,0.272000,
4,2148,0.189160,0.239716,0.333604,0.237520,
4,2149,0.207367,0.216314,0.281011,0.295308,
4,2150,0.178170,0.129849,0.399334,0.292647,
4,2151,0.201280,0.211579,0.309640,0.277500,
4,2152,0.176889,0.221212,0.273810,0.328089,
4,2153,0.198280,0.206851,0.340277,0.254592,
4,2154,0.252294,0.218407,0.248434,0.280865,
4,2155,0.216747,0.214665,0.251006,0.317582,
4,2156,0.198641,0.190609,0.311003,0.299748,
4,2157,0.252007,0.151112,0.368376,0.228505,
4,2158,0.229699,0.159597,0.322514,0.288190,
4,2159,0.208830,0.226181,0.315595,0.249393,
4,2160,0.306898,0.148474,0.195316,0.349312,
4,2161,0.243208,0.199662,0.265312,0.291818,
4,2162,0.195932,0.218822,0.272917,0.312329,
4,2163,0.159622,0.227860,0.321505,0.291013,
4,2164,0.180888,0.171735,0.360037,0.287341,
4,2165,0.191095,0.208897,0.249766,0.350242,
4,2166,0.170034,0.182830,0.231965,0.415171,
4,2167,0.201970,0.243207,0.286194,0.268630,
4,2168,0.230721,0.212375,0.287555,0.269350,
4,2169,0.217679,0.194990,0.303489,0.283842,
4,2170,0.250973,0.108684,0.260021,0.380323,
4,2171,0.231510,0.209886,0.284068,0.274537,
4,2172,0.195331,0.255099,0.294557,0.255013,
4,2173,0.230645,0.180610,0.331890,0.256854,
4,2174,0.177755,0.237127,0.315353,0.269766,
4,2175,0.209701,0.217399,0.307801,0.265099,
4,2176,0.218356,0.204023,0.335629,0.241991,
4,2177,0.197994,0.216001,0.317798,0.268208,
4,2178,0.212189,0.126691,0.352577,0.308542,
4,2179,0.190065,0.158563,0.289199,0.362173,
4,2180,0.257768,0.178660,0.295720,0.267852,
4,2181,0.201556,0.124310,0.423566,0.250568,
4,2182,0.207828,0.187711,0.342494,0.261967,
4,2183,0.176168,0.208297,0.329626,0.285908,
4,2184,0.249204,0.205646,0.283233,0.261917,
4,2185,0.234688,0.139005,0.315150,0.311157,
